Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,changed_profession,Risk_Flag
9215889,37,15,1,2,0,25,22,9,13,1,0
4689825,34,6,1,2,0,22,28,6,11,0,0
6453233,68,13,1,2,0,19,12,13,14,0,0
4485547,33,20,1,2,0,0,0,14,11,1,0
7724617,25,0,1,2,0,13,27,0,13,0,0
9045432,49,3,1,2,0,21,5,3,10,0,0
9777823,61,13,1,2,0,39,2,8,11,1,0
3323452,76,18,1,2,1,40,6,14,13,1,0
7121310,53,9,1,2,0,19,0,9,11,0,0
4022253,53,6,1,2,1,10,2,6,10,0,0
6840395,40,19,1,2,1,31,22,9,12,1,0
117262,65,15,1,2,0,6,28,12,12,1,0
4763842,32,2,1,2,0,4,25,2,12,0,0
8055788,75,17,1,2,0,47,13,11,11,1,0
9192416,77,20,1,2,0,45,13,10,10,1,0
6374359,30,14,1,2,1,33,25,6,13,1,0
7492021,55,19,1,2,0,1,0,4,13,1,0
1652794,67,0,1,2,0,1,0,0,13,0,0
2679652,31,20,1,2,0,19,21,7,14,1,0
384955,74,20,1,2,0,20,0,9,13,1,0
813741,79,13,0,2,0,30,0,12,12,1,0
4220551,79,1,1,2,0,46,7,1,14,0,0
4088739,77,20,1,2,0,1,14,5,13,1,0
3835205,45,11,1,0,0,34,0,5,12,1,0
9775375,62,9,1,2,0,15,17,3,12,1,0
6488496,46,2,1,2,0,29,0,2,10,0,0
5354632,75,19,1,2,0,26,11,8,10,1,0
6767468,21,3,0,2,0,19,17,3,11,0,0
3747330,38,12,1,2,0,50,13,9,14,1,0
4811867,41,18,0,2,0,11,11,10,10,1,0
3210425,31,11,1,2,0,15,28,4,10,1,0
1902407,68,11,1,2,0,17,19,11,10,0,0
9317976,34,10,1,2,0,0,13,10,14,0,0
8485097,23,18,1,1,0,10,13,11,14,1,0
6535026,79,18,1,2,0,17,25,12,11,1,0
4702825,59,8,1,2,0,16,13,5,13,1,0
9992133,40,14,0,2,0,1,0,3,13,1,0
3740856,34,18,1,2,0,34,2,8,14,1,0
6975092,73,9,1,2,0,2,0,9,13,0,0
1609239,47,3,1,2,0,25,11,3,14,0,0
9368529,59,7,1,2,0,18,1,7,10,0,0
3483756,62,8,1,2,1,16,13,8,14,0,0
3071743,59,16,1,0,1,32,9,10,14,1,0
5618559,59,9,0,2,0,38,14,9,10,0,0
7068566,49,9,1,2,0,18,13,9,11,0,0
2755203,64,15,1,2,0,5,14,11,12,1,0
7489827,77,13,1,2,0,43,11,11,10,1,0
169643,64,6,1,2,0,31,28,4,11,1,0
2793045,21,3,0,2,0,26,7,3,10,0,0
8461272,68,11,1,2,0,26,0,9,12,1,0
5554261,52,19,1,2,1,43,2,8,13,1,0
2417756,64,18,0,2,0,17,20,8,10,1,0
330349,63,9,1,2,0,36,20,4,10,1,0
6944134,59,5,1,1,0,27,11,5,11,0,0
1718145,47,16,1,2,0,2,2,4,14,1,0
7110369,35,7,1,2,1,13,11,3,11,1,0
5430984,29,15,1,2,0,42,13,13,12,1,0
221597,30,12,1,2,0,31,6,12,10,0,0
2745019,58,16,1,1,0,17,19,6,14,1,0
2178094,46,8,1,2,0,33,25,6,13,1,0
2542814,55,10,1,2,0,15,25,8,11,1,0
1672431,45,8,1,2,0,19,19,8,14,0,0
692845,73,12,1,1,1,44,14,5,10,1,0
9317976,34,10,1,2,0,0,13,10,14,0,0
3290138,36,13,1,2,0,16,2,8,12,1,0
6765574,21,7,1,2,1,12,8,5,12,1,0
8338737,52,10,1,2,1,12,20,6,11,1,0
9910826,79,8,1,2,0,2,0,8,10,0,0
5842579,63,15,1,2,0,0,1,14,13,1,0
4590909,27,14,1,1,0,0,11,8,14,1,0
7146402,23,20,1,2,0,33,15,4,14,1,0
5712282,59,1,0,2,0,20,25,1,12,0,0
8187477,50,20,1,2,0,41,2,7,14,1,0
9652233,65,13,1,2,0,47,13,12,14,1,0
9516861,67,0,1,2,0,21,2,0,13,0,0
9243110,47,3,0,2,0,18,11,3,11,0,0
5273020,29,1,0,2,0,20,25,1,14,0,0
796965,39,19,1,2,0,47,20,11,12,1,0
5566617,39,15,1,2,0,36,0,7,13,1,0
7293772,58,6,1,2,0,14,28,6,11,0,0
3391314,27,1,1,1,0,26,14,1,10,0,0
7462623,46,13,1,2,0,22,28,10,14,1,0
1765694,30,5,1,2,0,40,13,5,14,0,0
5543454,21,19,1,0,0,18,10,13,11,1,0
362328,25,14,1,2,0,17,25,8,12,1,0
9434706,30,9,1,2,0,42,11,9,13,0,0
700895,33,0,1,2,0,49,6,0,13,0,0
7007572,24,2,1,2,0,12,12,2,13,0,0
5187890,62,17,1,2,0,18,6,8,10,1,0
2214555,45,4,1,2,0,12,7,4,12,0,0
3489813,73,18,1,2,0,1,0,5,10,1,0
4786725,24,11,1,2,0,30,25,7,11,1,0
5809456,72,16,1,2,1,12,10,4,10,1,0
9446738,55,2,1,2,0,17,14,2,10,0,0
5910401,68,14,1,2,1,8,28,14,10,0,0
8090261,73,5,1,2,1,16,0,5,11,0,0
1966474,26,16,1,2,1,6,0,4,10,1,0
233888,64,1,1,2,0,40,11,1,10,0,0
6063428,38,6,0,2,0,16,22,6,13,0,0
3992999,37,13,1,2,0,49,6,5,12,1,0
8359091,60,5,1,2,0,27,15,5,13,0,0
221630,58,12,1,2,1,50,4,7,12,1,0
6718459,66,0,1,2,1,9,7,0,12,0,0
140516,29,19,1,2,0,39,22,14,10,1,0
2264409,48,13,1,2,0,21,23,13,13,0,0
1484805,46,13,1,2,0,15,2,8,14,1,0
2936137,25,13,1,2,0,37,13,13,11,0,0
4662331,79,20,1,2,0,11,28,8,11,1,0
1117607,53,13,0,2,1,33,3,6,10,1,0
4010697,31,2,1,2,0,38,17,2,10,0,0
7855247,47,2,1,2,0,48,2,2,13,0,0
4960308,76,7,1,2,0,47,22,6,14,1,0
5122648,62,14,1,2,1,13,28,4,10,1,0
8531866,39,12,1,2,1,7,16,4,10,1,0
1902407,68,11,1,2,0,17,19,11,10,0,0
1078962,34,16,1,2,1,22,25,11,11,1,0
4521844,64,2,1,2,0,21,10,2,12,0,0
6420146,57,19,1,2,1,44,25,9,13,1,0
8253120,38,17,1,2,1,28,2,8,10,1,0
6145246,32,3,1,2,1,22,6,3,14,0,0
5827147,53,12,1,2,0,25,13,10,10,1,0
2116651,55,18,1,2,1,27,23,12,14,1,0
9035152,56,10,1,2,0,0,28,10,14,0,0
1598528,72,18,1,2,0,14,20,9,10,1,0
4391559,52,6,1,1,0,11,13,6,13,0,0
4850136,35,17,1,2,1,3,28,7,14,1,0
6472266,21,2,1,2,1,33,11,2,11,0,0
8807021,26,19,1,1,0,44,0,3,13,1,0
9830123,32,20,1,2,0,16,14,7,10,1,0
1051509,54,2,1,2,0,21,13,2,12,0,0
9173731,47,3,1,2,0,36,25,3,12,0,0
4545563,69,0,1,2,1,17,25,0,11,0,0
7121677,62,16,1,2,0,43,14,7,10,1,0
4314402,25,12,1,2,0,10,0,11,12,1,0
1077388,45,20,1,2,1,30,6,12,11,1,0
148176,45,18,1,2,0,47,22,8,12,1,0
1614290,76,7,1,2,0,16,14,7,12,0,0
74431,65,14,1,2,0,32,0,3,14,1,0
2603179,39,20,1,2,1,39,2,13,11,1,0
4151262,40,12,1,2,1,3,13,11,11,1,0
8553255,53,12,1,0,0,10,28,12,10,0,0
330349,63,9,1,2,0,36,20,4,10,1,0
1464792,65,10,1,1,0,48,13,10,12,0,0
1158811,63,16,1,2,0,17,22,5,13,1,0
4539857,43,4,1,2,0,39,2,4,14,0,0
5773747,74,19,1,2,0,19,2,14,13,1,0
3423010,74,3,1,2,1,13,27,3,10,0,0
7025012,70,6,1,2,0,30,2,6,12,0,0
1462402,48,4,1,2,0,21,28,4,11,0,0
5740272,77,19,1,2,0,34,6,11,14,1,0
139518,22,14,0,2,0,38,14,14,14,0,0
6973514,67,20,1,2,0,16,22,4,13,1,0
1500447,75,13,0,2,0,4,25,13,12,0,0
6510098,42,11,1,2,0,48,6,11,11,0,0
1461789,69,13,1,0,0,41,2,13,14,0,0
6834599,69,12,0,2,0,14,2,12,10,0,0
2925110,21,13,0,2,0,12,28,7,12,1,0
7793212,27,19,1,2,0,45,28,13,11,1,0
2184898,28,6,1,2,0,3,20,6,10,0,0
1695876,58,6,1,2,1,13,5,6,13,0,0
5899823,46,8,0,2,0,2,7,8,13,0,0
415771,77,10,1,2,0,41,2,10,12,0,0
6535026,79,18,1,2,0,17,25,12,11,1,0
4359506,75,4,1,0,0,29,25,4,11,0,0
3983388,51,16,1,2,0,47,11,5,14,1,0
6491605,24,15,1,2,0,38,23,14,12,1,0
5950133,58,7,1,2,0,47,14,7,10,0,0
4088739,77,20,1,2,0,1,14,5,13,1,0
9676479,48,17,0,2,0,1,22,14,14,1,0
7021605,31,14,1,2,0,48,11,8,10,1,0
3972267,27,10,0,2,0,2,25,7,11,1,0
3285395,72,19,1,2,0,4,20,13,12,1,0
1175014,72,7,0,2,0,48,25,7,14,0,0
2495998,57,9,1,2,0,32,2,9,13,0,0
6864296,55,8,1,2,0,13,14,8,12,0,0
9827458,66,14,1,2,0,34,0,13,11,1,0
8424956,57,12,1,2,0,21,0,12,10,0,0
2949086,42,1,1,2,0,7,28,1,10,0,0
1147932,32,20,1,2,0,26,17,3,14,1,0
9511802,55,10,1,2,1,35,4,4,14,1,0
6879127,26,12,1,2,0,20,13,3,12,1,0
5879597,46,17,1,2,0,27,19,9,11,1,0
4850136,35,17,1,2,1,3,28,7,14,1,0
9434706,30,9,1,2,0,42,11,9,13,0,0
3172080,40,2,1,0,0,14,11,2,11,0,0
9677826,75,8,1,2,0,31,11,8,10,0,0
5623733,79,13,1,2,0,43,0,4,10,1,0
8703835,21,11,1,2,1,1,5,11,12,0,0
5532605,23,19,1,1,0,44,28,6,14,1,0
385990,27,5,1,0,0,15,23,5,12,0,0
1779389,41,7,1,2,0,16,11,7,14,0,0
733276,30,9,1,2,1,26,17,3,14,1,0
9623497,42,7,1,2,1,20,25,7,10,0,0
9500602,70,16,1,2,0,24,25,14,13,1,0
5855304,54,13,1,2,0,37,20,4,10,1,0
5608604,25,16,1,2,0,5,11,8,14,1,0
6374359,30,14,1,2,1,33,25,6,13,1,0
6975092,73,9,1,2,0,2,0,9,13,0,0
7040268,47,19,1,2,1,43,5,11,13,1,0
3956822,65,5,1,2,1,9,6,3,14,1,0
4244135,30,9,1,2,0,31,22,9,10,0,0
6304775,21,13,1,2,0,35,11,7,11,1,0
5437277,49,20,1,2,0,34,14,13,12,1,0
9012093,60,0,1,2,1,32,6,0,13,0,0
550542,33,11,1,2,0,3,27,4,13,1,0
8075181,21,12,1,2,0,7,0,7,14,1,0
5734106,22,3,1,2,0,43,0,3,11,0,0
8451500,69,7,0,2,1,44,13,7,13,0,0
5507871,72,5,0,2,1,18,28,5,10,0,0
750772,26,13,1,2,0,18,28,5,12,1,0
9644063,24,19,1,2,0,15,28,9,14,1,0
4205428,49,11,1,2,1,47,28,10,13,1,0
569103,35,20,1,2,1,30,28,3,14,1,0
9179193,45,20,1,2,0,18,25,4,12,1,0
4771390,35,17,1,2,0,9,6,9,14,1,0
5647627,46,2,1,2,0,37,22,2,11,0,0
9841721,58,19,1,2,0,6,1,9,12,1,0
9456793,35,10,1,2,0,36,6,10,13,0,0
7936020,49,13,1,2,0,22,20,6,11,1,0
1759952,79,11,1,2,1,38,25,4,10,1,0
554641,71,20,1,2,1,48,13,8,10,1,0
9073489,76,3,1,2,0,15,14,3,11,0,0
1202104,69,4,1,2,1,21,28,4,12,0,0
8367934,39,0,0,0,0,12,7,0,12,0,0
6706117,70,6,1,2,0,42,25,4,12,1,0
1006338,67,1,1,2,1,21,28,1,14,0,0
2013414,55,13,1,2,1,8,20,11,14,1,0
5831049,36,1,1,2,0,25,25,1,13,0,0
2822929,29,5,1,2,1,9,22,5,10,0,0
554641,71,20,1,2,1,48,13,8,10,1,0
9747887,40,19,1,2,0,50,14,4,14,1,0
7891663,64,6,1,2,0,39,14,6,10,0,0
2047235,61,1,1,2,1,3,7,1,13,0,0
5899823,46,8,0,2,0,2,7,8,13,0,0
9121364,70,18,1,2,0,4,20,3,11,1,0
1685809,48,18,1,2,1,37,28,3,12,1,0
6501716,37,5,1,2,0,11,14,5,13,0,0
1621537,55,11,1,2,0,31,10,11,12,0,0
2442625,67,9,0,2,1,24,0,7,12,1,0
9806896,53,0,0,2,0,14,6,0,11,0,0
7922463,34,16,1,2,0,37,7,7,14,1,0
3693963,41,19,1,2,1,3,22,3,11,1,0
9397962,58,3,0,2,0,40,25,3,14,0,0
6967997,30,5,1,2,1,6,11,4,14,1,0
5574828,74,0,1,2,0,21,12,0,10,0,0
6598797,60,18,0,2,0,13,6,4,11,1,0
1659583,79,4,1,2,0,41,28,3,14,1,0
4837156,22,10,1,2,1,17,0,9,10,1,0
2593784,66,1,1,2,1,35,2,1,11,0,0
6190329,21,13,1,2,0,26,13,13,11,0,0
4939745,39,6,1,2,1,2,16,3,11,1,0
37512,36,8,1,1,0,45,28,8,14,0,0
3266365,71,18,1,2,0,46,14,6,13,1,0
9280298,51,3,1,2,0,30,25,3,10,0,0
4592797,66,20,1,2,0,14,14,13,11,1,0
3318935,57,16,1,2,0,21,28,4,10,1,0
6926537,59,18,1,2,0,12,12,6,13,1,0
1073866,79,4,1,2,0,8,13,3,11,1,0
49551,51,20,1,2,0,8,0,10,13,1,0
3935358,54,15,1,0,1,41,25,5,10,1,0
6983206,79,10,1,2,1,20,25,3,14,1,0
7567364,58,15,1,2,1,33,23,4,11,1,0
2353606,44,19,1,2,0,40,28,4,11,1,0
6681037,56,15,1,2,0,8,20,13,12,1,0
6712260,72,10,1,2,0,45,5,3,11,1,0
283812,77,20,1,1,0,26,14,10,10,1,0
6859087,44,8,1,2,1,29,6,6,14,1,0
5307708,67,17,1,2,0,26,2,4,13,1,0
931078,57,19,1,2,0,7,11,13,14,1,0
6350875,41,5,1,2,0,30,10,5,11,0,0
4142958,60,2,1,2,0,46,22,2,11,0,0
5303030,35,7,1,2,0,0,0,6,13,1,0
3599124,47,2,1,2,1,40,7,2,14,0,0
859890,30,2,1,2,1,33,6,2,11,0,0
6544503,65,13,1,2,1,10,20,4,13,1,0
16896,56,20,0,2,0,3,25,7,12,1,0
3054835,68,10,1,2,0,30,25,3,14,1,0
3125252,28,14,1,2,0,36,22,9,11,1,0
3460548,36,13,1,2,0,50,22,5,13,1,0
9059909,43,9,1,1,0,25,11,9,10,0,0
2834077,40,5,1,2,1,2,13,4,13,1,0
6889496,62,6,0,2,0,3,2,6,14,0,0
7716359,70,0,1,2,0,44,20,0,12,0,0
2616403,29,13,1,2,1,36,7,13,14,0,0
9329102,61,6,1,2,1,27,28,5,11,1,0
5360758,50,15,0,2,1,0,0,6,11,1,0
152426,27,18,1,2,0,31,5,8,12,1,0
4981446,77,10,1,2,0,40,11,10,11,0,0
3888767,54,14,0,2,0,16,11,13,14,1,0
3287483,37,8,1,2,0,17,22,7,13,1,0
3556780,53,7,1,2,1,20,28,7,11,0,0
6563024,34,2,1,2,0,41,11,2,13,0,0
931235,71,0,1,2,0,25,10,0,13,0,0
6915072,26,3,1,2,0,9,28,3,12,0,0
9139229,43,9,0,2,0,35,25,9,13,0,0
1951736,72,12,1,2,1,7,17,11,11,1,0
7269037,69,10,1,2,0,16,2,10,12,0,0
799233,72,4,1,2,1,28,11,4,14,0,0
7814930,77,4,1,2,1,46,27,4,14,0,0
4613126,65,18,1,2,1,15,23,6,11,1,0
5015174,46,2,1,2,0,3,11,2,12,0,0
4041403,47,19,1,2,1,49,23,13,14,1,0
5190338,50,9,1,2,0,28,0,6,13,1,0
5094060,50,9,1,2,1,8,25,9,12,0,0
2871831,38,14,1,2,0,24,2,11,13,1,0
1453440,66,11,1,2,0,16,14,11,14,0,0
3711225,56,17,1,2,0,14,11,12,11,1,0
9625415,77,15,0,2,0,42,14,9,10,1,0
3451746,34,20,1,1,0,44,2,6,10,1,0
9731079,70,1,0,2,0,26,28,1,13,0,0
2393887,40,13,1,2,0,16,22,11,14,1,0
8249799,42,19,1,2,0,50,7,12,10,1,0
6152081,66,8,1,2,0,49,25,3,12,1,0
3191887,76,3,1,1,1,40,28,3,14,0,0
3478269,28,2,1,2,0,43,28,2,13,0,0
7810547,29,6,1,1,0,7,13,3,10,1,0
4925213,59,10,1,0,1,10,25,6,10,1,0
3556780,53,7,1,2,1,20,28,7,11,0,0
3261742,36,11,1,2,0,15,14,4,10,1,0
7065695,72,6,1,2,0,42,0,6,12,0,0
5712282,59,1,0,2,0,20,25,1,12,0,0
3854933,59,10,0,2,1,38,11,5,11,1,0
6944134,59,5,1,1,0,27,11,5,11,0,0
4505937,52,6,1,2,0,36,11,6,14,0,0
9791163,54,18,1,2,1,29,12,11,14,1,0
480735,64,0,1,2,0,45,11,0,14,0,0
2373894,57,19,1,2,1,24,10,11,12,1,0
7410201,57,8,1,2,0,34,4,5,12,1,0
9840980,67,20,0,0,0,22,28,10,11,1,0
1606109,42,3,1,2,0,21,28,3,13,0,0
8618183,74,6,1,2,0,12,28,3,11,1,0
6859087,44,8,1,2,1,29,6,6,14,1,0
8602683,46,1,0,2,0,50,11,1,10,0,0
4492575,39,17,1,2,1,8,13,10,13,1,0
6588136,27,7,1,2,0,27,14,6,10,1,0
4572556,38,5,1,2,0,36,2,5,12,0,0
8417601,60,2,1,2,1,34,9,2,14,0,0
5421502,22,12,1,2,0,16,12,9,12,1,0
152426,27,18,1,2,0,31,5,8,12,1,0
363970,33,9,1,2,0,27,22,9,10,0,0
1169819,72,18,1,2,1,14,6,11,10,1,0
2204102,22,17,1,2,0,2,0,7,12,1,0
5732142,25,2,1,2,0,0,11,2,11,0,0
160166,53,16,1,2,0,32,6,9,11,1,0
9225468,54,14,1,2,0,46,23,8,10,1,0
7453204,59,13,1,2,0,31,14,8,10,1,0
7225783,63,9,0,1,1,16,11,9,12,0,0
1494586,63,20,1,2,1,23,0,3,11,1,0
1696985,41,11,1,2,1,25,19,6,12,1,0
8217987,56,13,1,2,1,27,14,8,14,1,0
3272246,72,7,1,2,1,46,28,7,14,0,0
4403214,50,19,1,2,0,44,25,4,12,1,0
1337006,40,20,0,2,0,23,20,10,10,1,0
2138906,38,16,1,2,0,8,22,6,11,1,0
2937359,46,16,1,1,0,9,11,3,11,1,0
551210,32,5,1,2,1,12,11,3,10,1,0
5769906,48,5,0,2,0,24,0,4,11,1,0
8645202,65,9,1,1,0,48,10,9,13,0,0
3345583,32,2,1,2,0,33,18,2,14,0,0
7835117,40,3,1,2,1,47,1,3,14,0,0
8964066,37,6,1,2,0,9,2,5,12,1,0
21831,26,14,1,2,1,12,22,5,10,1,0
6036428,34,7,1,2,1,25,28,6,10,1,0
