Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,changed_profession,Risk_Flag
2096865,23,11,1,2,0,19,27,11,12,0,0
1222892,74,7,1,2,1,39,14,5,12,1,0
207067,61,18,1,2,0,5,10,12,10,1,0
1551042,70,18,1,2,0,35,25,13,13,1,0
533359,50,7,1,2,0,21,14,6,11,1,0
3956822,65,5,1,2,1,9,6,3,14,1,0
6889141,62,13,1,2,1,42,10,10,13,1,0
6382731,51,8,1,2,1,46,27,5,11,1,0
7575197,28,12,1,2,0,41,28,12,14,0,0
8390825,30,11,1,2,0,42,28,7,10,1,0
3447486,50,6,1,2,0,25,6,6,14,0,0
4002405,68,6,1,2,0,31,13,3,13,1,0
1092385,55,4,1,1,0,0,22,4,12,0,0
2364798,68,5,1,2,0,43,0,5,10,0,0
5643939,76,11,1,2,1,42,0,3,11,1,0
5073622,29,7,1,2,0,33,28,5,11,1,0
1014244,36,9,1,2,0,18,19,9,10,0,0
8475172,57,12,0,2,1,33,0,3,11,1,0
7353596,66,5,1,2,0,4,28,5,11,0,0
5055709,57,3,1,1,0,47,0,3,12,0,0
6380792,51,12,1,2,0,32,23,12,13,0,0
221192,64,20,0,2,1,23,7,4,14,1,0
8364348,70,8,1,0,0,50,14,5,13,1,0
977454,26,15,1,2,0,37,2,8,10,1,0
2366869,27,7,0,0,1,0,0,7,10,0,0
9434255,52,12,1,2,0,6,0,12,12,0,0
4465809,25,6,1,2,0,2,0,4,12,1,0
7192207,41,12,1,2,1,34,13,7,11,1,0
7302589,63,18,1,2,0,42,22,14,12,1,0
9804227,60,11,1,2,0,26,13,8,11,1,0
6120028,66,0,1,2,0,19,25,0,10,0,0
9082904,29,13,1,2,0,4,10,11,12,1,0
4388557,43,8,1,2,0,26,20,7,13,1,0
4745314,61,18,0,2,0,14,7,4,14,1,0
5046744,63,17,1,2,0,5,7,8,10,1,0
9737452,41,1,0,2,0,27,24,1,12,0,0
2248392,46,20,0,2,1,37,25,13,13,1,0
4977116,25,7,1,2,1,38,13,7,10,0,0
5867425,30,15,1,2,0,33,23,14,12,1,0
6706172,41,16,1,2,0,7,28,6,10,1,0
779324,45,20,1,2,0,2,9,4,10,1,0
655331,70,16,1,2,0,48,25,8,11,1,0
1291411,56,6,1,2,0,8,14,6,11,0,0
1477651,50,15,1,2,0,46,13,8,13,1,0
8312214,43,12,1,2,0,44,2,12,11,0,0
5221691,42,17,1,2,0,38,10,4,14,1,0
9731079,70,1,0,2,0,26,28,1,13,0,0
5203994,79,3,1,2,1,0,2,3,14,0,0
5139547,37,8,1,2,0,22,28,3,12,1,0
3290571,50,11,1,2,0,14,0,5,11,1,0
2853738,75,20,0,2,0,18,25,9,12,1,0
3675945,65,16,1,2,0,10,0,6,12,1,0
9437993,77,11,1,1,0,13,25,11,14,0,0
4301546,66,12,1,2,1,1,5,8,11,1,0
6466990,37,13,1,2,0,47,0,6,14,1,0
1659351,37,12,0,2,1,29,25,12,11,0,0
3879880,49,10,1,2,0,39,25,10,12,0,0
509652,75,10,1,2,1,6,23,10,12,0,0
1594575,55,7,1,2,0,4,0,7,12,0,0
9749077,75,3,0,2,0,23,28,3,14,0,0
6204281,66,11,1,2,0,2,2,11,10,0,0
4144248,49,19,1,2,0,8,2,4,13,1,0
7055950,79,9,1,2,1,33,28,9,12,0,0
4558531,41,18,1,2,1,15,12,6,14,1,0
1924316,26,5,1,2,1,16,10,5,14,0,0
7217585,53,6,0,2,0,45,25,5,12,1,0
9236505,35,19,1,2,0,9,0,6,14,1,0
7692135,40,1,1,2,1,12,14,1,12,0,0
7037465,60,0,1,2,0,12,25,0,14,0,0
3140751,21,2,1,2,0,49,14,2,10,0,0
681276,48,19,1,2,0,18,13,13,13,1,0
333430,34,6,1,2,1,3,14,6,11,0,0
9493943,43,4,1,2,0,11,23,4,11,0,0
1827312,59,7,0,2,0,33,12,7,12,0,0
3417564,52,18,1,2,0,43,14,10,14,1,0
9299586,43,5,1,2,1,43,14,3,13,1,0
4901643,42,5,1,2,1,47,12,5,11,0,0
6584784,64,1,1,2,0,5,14,1,13,0,0
329515,50,10,1,2,0,13,0,4,11,1,0
5996157,22,19,1,2,0,16,6,8,13,1,0
8613547,77,17,1,2,1,44,22,13,14,1,0
8442167,62,20,1,2,0,33,7,10,11,1,0
5633121,47,11,1,2,0,15,28,4,14,1,0
5023719,40,8,1,2,0,3,22,8,14,0,0
2835029,62,6,1,2,1,9,6,6,11,0,0
9261400,40,17,1,2,0,29,0,10,12,1,0
5165629,61,0,1,2,0,5,28,0,12,0,0
7234302,31,1,1,2,0,8,27,1,11,0,0
4356905,62,2,1,0,1,41,25,2,13,0,0
5805375,77,16,1,2,1,39,28,13,14,1,0
8311313,56,8,1,2,0,43,10,8,12,0,0
1996629,58,3,1,2,0,35,0,3,13,0,0
1861491,71,1,1,2,1,12,25,1,11,0,0
278778,55,18,1,1,0,22,19,7,14,1,0
3375231,62,9,1,2,0,8,25,9,11,0,0
3693362,57,15,1,2,0,50,14,11,10,1,0
1988524,50,6,1,2,0,46,20,6,13,0,0
9612896,30,9,1,2,1,44,0,5,14,1,0
6244382,58,10,1,2,0,24,25,4,10,1,0
9756211,45,8,1,2,1,39,14,8,10,0,0
6608769,74,8,0,2,1,28,28,3,13,1,0
6925358,73,19,1,2,0,0,14,3,12,1,0
4741106,45,10,1,2,0,15,0,7,14,1,0
1716587,37,0,1,2,0,20,3,0,11,0,0
5830632,35,15,1,2,0,11,0,13,11,1,0
4004905,44,1,1,2,0,23,11,1,14,0,0
462027,45,3,1,2,0,4,25,3,14,0,0
5860796,42,15,0,2,1,5,2,5,14,1,0
5062611,66,12,1,2,0,10,0,3,11,1,0
8796254,48,17,1,1,1,14,20,10,14,1,0
2018380,21,10,1,2,0,22,0,10,10,0,0
5311549,56,12,1,2,0,5,14,8,11,1,0
7757947,62,5,1,2,0,0,8,4,13,1,0
1781955,32,5,1,2,0,8,11,5,10,0,0
8288147,32,20,1,2,0,23,6,3,13,1,0
8899778,21,6,1,2,1,31,23,6,11,0,0
6506739,50,4,1,2,0,39,6,4,11,0,0
4348814,77,4,1,2,1,35,1,4,12,0,0
1741465,57,0,1,2,0,37,14,0,11,0,0
1528267,58,6,1,2,0,23,11,3,11,1,0
9657655,76,0,1,2,0,40,19,0,12,0,0
7985754,37,8,1,2,0,10,22,6,14,1,0
5375354,38,4,1,2,0,36,25,4,14,0,0
4270219,40,9,1,2,0,44,0,4,11,1,0
7239804,38,9,1,2,0,38,22,9,11,0,0
8246613,61,8,1,2,0,39,23,8,12,0,0
8001567,35,1,1,2,0,24,20,1,12,0,0
1908338,39,3,1,2,0,38,6,3,10,0,0
5507700,37,4,1,2,0,30,1,3,10,1,0
6989183,43,20,1,2,1,26,22,10,11,1,0
8078779,66,9,1,2,1,31,14,5,14,1,0
1729641,38,12,1,2,0,28,6,12,12,0,0
6747015,59,20,1,2,0,0,22,7,14,1,0
74087,69,15,1,2,1,4,28,8,14,1,0
2145278,47,9,1,2,1,24,0,8,10,1,0
2833907,61,11,0,2,0,31,23,6,12,1,0
6003357,48,9,1,2,0,4,25,9,11,0,0
2527658,58,17,1,2,0,29,4,3,14,1,0
9783770,68,4,1,2,0,4,14,4,10,0,0
1116752,26,10,1,2,1,27,0,3,11,1,0
5626095,71,14,0,2,0,0,12,5,10,1,0
8948812,52,11,1,2,1,23,25,10,11,1,0
6973577,43,15,0,2,1,23,20,5,11,1,0
1232057,28,10,1,1,0,39,25,7,13,1,0
7261695,72,7,1,2,0,30,22,7,14,0,0
645859,44,17,1,2,0,30,2,5,12,1,0
5931557,67,8,1,2,1,37,28,8,12,0,0
3199428,71,14,1,2,0,25,20,3,13,1,0
4035113,61,5,1,2,1,21,0,5,13,0,0
1537256,29,5,1,2,1,6,19,5,14,0,0
8160444,30,19,1,2,0,5,4,10,12,1,0
6614108,41,4,1,1,1,45,28,4,14,0,0
2743131,47,2,1,2,0,48,1,2,14,0,0
9122234,60,11,1,2,0,0,0,8,13,1,0
6802026,69,7,1,2,1,27,5,7,10,0,0
219261,49,14,1,2,1,13,0,14,11,0,0
1739039,33,19,1,2,0,22,28,10,13,1,0
9192416,77,20,1,2,0,45,13,10,10,1,0
3356017,52,0,1,2,1,11,25,0,14,0,0
660320,24,2,1,2,0,43,12,2,14,0,0
4598010,55,9,1,2,0,30,14,3,12,1,0
8312214,43,12,1,2,0,44,2,12,11,0,0
7500815,31,18,0,2,1,20,14,14,11,1,0
6212610,34,3,1,2,0,49,13,3,12,0,0
3536244,33,3,1,2,0,2,13,3,10,0,0
1647748,78,6,0,2,1,20,12,6,12,0,0
9606300,70,13,1,2,0,1,2,13,10,0,0
9358608,64,10,1,2,0,20,10,5,14,1,0
3883838,62,19,1,2,0,50,2,13,13,1,0
5187172,56,7,1,1,0,20,1,7,11,0,0
7832535,26,12,1,2,1,28,14,10,14,1,0
9846959,34,1,1,2,0,18,14,1,10,0,0
1604000,27,8,1,2,0,34,22,6,12,1,0
6922312,40,19,1,2,1,23,20,14,13,1,0
1399162,22,8,1,2,1,43,14,8,10,0,0
5351331,78,1,0,2,1,33,11,1,14,0,0
9840980,67,20,0,0,0,22,28,10,11,1,0
9726816,73,0,1,2,0,8,14,0,11,0,0
1652186,47,13,1,2,0,7,1,8,13,1,0
7574251,66,12,0,0,1,31,14,10,11,1,0
4246856,76,0,1,2,1,10,6,0,10,0,0
3578378,41,9,1,2,1,24,0,9,10,0,0
3346084,23,18,1,2,0,50,17,6,13,1,0
9390552,60,7,1,2,1,43,25,7,12,0,0
4503934,57,17,1,2,0,36,25,5,14,1,0
7438038,33,6,1,0,0,39,0,6,12,0,0
9443163,45,20,1,2,0,12,0,5,12,1,0
6203334,28,12,1,2,0,34,7,6,13,1,0
600653,67,19,1,2,0,37,23,9,12,1,0
1389806,30,11,1,2,0,14,0,3,13,1,0
1472997,66,4,1,2,0,36,11,4,12,0,0
5112961,67,5,1,2,0,50,14,3,10,1,0
5160725,46,16,1,2,0,28,25,3,11,1,0
1200485,63,16,1,1,0,29,7,4,14,1,0
7736891,30,12,1,2,1,27,0,10,14,1,0
7361429,58,2,1,2,0,50,12,2,12,0,0
2092893,50,2,1,2,1,22,22,2,11,0,0
2267024,35,14,1,2,0,47,1,8,14,1,0
4499590,68,16,1,2,1,31,14,14,13,1,0
3671933,78,18,1,2,0,23,7,12,12,1,0
4942553,33,1,1,2,0,31,23,1,11,0,0
7708426,42,14,1,2,0,29,7,7,13,1,0
7724617,25,0,1,2,0,13,27,0,13,0,0
6301452,71,4,1,2,0,38,17,3,12,1,0
8759218,77,4,1,2,0,33,10,4,13,0,0
4004741,50,18,1,2,0,42,14,12,14,1,0
361363,45,0,1,2,0,14,14,0,10,0,0
3412690,66,13,1,2,0,28,19,11,14,1,0
450549,22,3,1,2,1,35,25,3,13,0,0
3753824,28,7,1,2,0,34,25,7,11,0,0
1478769,22,14,1,2,0,42,8,8,12,1,0
7625659,51,6,1,2,0,16,1,6,12,0,0
2348530,41,7,1,2,0,39,11,7,12,0,0
6029688,76,16,1,1,1,14,13,14,13,1,0
6263490,64,19,1,1,1,33,28,10,10,1,0
3752757,34,2,1,2,0,16,2,2,13,0,0
9507533,32,4,0,2,0,30,13,4,11,0,0
1960736,71,14,1,2,0,48,2,5,10,1,0
4031882,35,4,1,2,1,44,0,4,10,0,0
229554,74,15,1,2,0,50,10,14,11,1,0
8901361,55,12,1,2,0,31,2,6,13,1,0
7374435,29,15,1,2,0,40,6,8,14,1,0
5663627,29,0,0,2,1,8,13,0,14,0,0
4329352,26,3,1,2,0,40,14,3,12,0,0
2586524,24,1,1,2,0,1,25,1,10,0,0
825461,63,8,1,2,0,12,10,8,12,0,0
529939,48,18,1,2,0,9,25,6,13,1,0
7578708,58,18,1,2,1,46,21,14,13,1,0
9420845,27,3,0,2,0,8,11,3,13,0,0
1703403,22,1,1,2,0,44,22,1,10,0,0
6302112,58,18,1,2,0,1,1,7,11,1,0
5866909,41,15,1,2,0,24,25,14,10,1,0
3651865,76,0,0,2,0,10,0,0,11,0,0
9340860,46,11,0,2,0,5,25,11,10,0,0
3298975,49,8,1,2,1,27,6,8,12,0,0
9884599,74,15,0,2,0,30,13,4,11,1,0
1191020,31,15,0,2,1,35,26,5,10,1,0
7855403,35,0,1,2,1,22,20,0,10,0,0
1073866,79,4,1,2,0,8,13,3,11,1,0
6094306,37,7,1,2,0,13,28,7,12,0,0
6212997,53,4,1,2,0,8,23,4,13,0,0
1453440,66,11,1,2,0,16,14,11,14,0,0
9521305,77,9,1,2,0,15,2,9,13,0,0
6572051,28,14,1,2,0,19,0,9,11,1,0
64822,33,9,1,2,1,14,2,9,11,0,0
1138928,46,0,1,2,0,41,0,0,13,0,0
9282569,77,10,1,2,1,19,6,10,14,0,0
1452586,65,11,1,2,0,0,22,11,10,0,0
2745019,58,16,1,1,0,17,19,6,14,1,0
2248392,46,20,0,2,1,37,25,13,13,1,0
4103243,24,8,1,2,1,14,2,4,11,1,0
9422148,43,16,1,2,1,13,13,12,12,1,0
9043659,62,7,0,2,0,0,6,7,14,0,0
4910728,44,3,0,2,0,41,10,3,12,0,0
4147391,41,4,1,2,0,4,13,4,10,0,0
7450010,25,5,1,2,1,11,28,5,10,0,0
5121883,32,7,0,2,0,30,19,5,12,1,0
5545675,44,9,1,2,0,50,6,6,12,1,0
2537444,49,1,1,2,1,28,2,1,12,0,0
1126863,43,1,1,2,0,33,0,1,11,0,0
2858930,40,8,1,2,0,25,9,8,13,0,0
2912105,21,14,0,2,0,36,14,5,12,1,0
1969104,28,9,1,2,0,38,1,7,14,1,0
1380488,37,0,1,2,1,50,28,0,13,0,0
3958023,39,19,1,2,0,8,10,5,11,1,0
5176250,42,14,1,2,0,1,7,6,14,1,0
2737185,63,19,1,1,0,41,20,13,11,1,0
8739032,55,3,0,2,0,39,2,3,14,0,0
5610392,31,6,0,2,0,14,0,6,10,0,0
4157390,34,17,0,2,0,44,28,12,13,1,0
6969623,26,17,1,2,0,49,4,9,11,1,0
6335707,26,0,0,2,0,29,0,0,12,0,0
3946313,45,9,1,2,1,22,28,9,11,0,0
4568685,45,15,1,2,1,12,28,4,13,1,0
4521844,64,2,1,2,0,21,10,2,12,0,0
2439128,55,7,1,2,0,37,13,7,10,0,0
4813212,55,3,1,2,0,27,2,3,11,0,0
103611,41,16,0,2,0,6,25,10,14,1,0
6272411,69,2,0,2,0,5,28,2,10,0,0
4888756,59,6,1,2,0,37,20,6,14,0,0
7667495,24,3,0,2,0,36,14,3,14,0,0
2124447,65,1,1,2,0,25,28,1,10,0,0
974748,42,6,1,2,0,6,14,6,11,0,0
7686160,24,12,1,2,0,6,0,10,14,1,0
260970,59,2,1,1,0,22,23,2,13,0,0
1944232,23,20,1,2,0,22,5,14,13,1,0
9470213,41,5,1,0,1,50,11,5,13,0,0
2197462,70,5,1,2,0,48,28,5,11,0,0
6129158,44,5,1,2,0,41,6,5,14,0,0
2949086,42,1,1,2,0,7,28,1,10,0,0
7364088,74,5,1,2,0,47,15,5,11,0,0
1609239,47,3,1,2,0,25,11,3,14,0,0
7023655,23,0,1,2,0,29,6,0,13,0,0
9511802,55,10,1,2,1,35,4,4,14,1,0
553772,38,19,1,2,1,14,19,9,14,1,0
2912105,21,14,0,2,0,36,14,5,12,1,0
8071570,55,18,0,2,0,50,25,4,13,1,0
7908068,23,1,1,2,0,33,10,1,10,0,0
6569934,72,9,1,2,1,12,7,3,14,1,0
6145246,32,3,1,2,1,22,6,3,14,0,0
8139766,31,15,0,2,0,39,22,3,12,1,0
8491491,61,20,1,2,0,12,28,8,11,1,0
7321831,46,8,1,2,0,48,25,6,11,1,0
5315413,35,14,1,2,0,4,20,5,11,1,0
9093762,79,6,1,2,0,15,25,6,13,0,0
5909225,67,1,0,2,0,27,0,1,11,0,0
7338543,34,9,1,2,0,34,4,3,12,1,0
7499562,32,8,1,2,0,34,19,4,13,1,0
9359546,47,2,1,2,1,39,5,2,11,0,0
2464043,70,9,1,2,1,14,11,9,10,0,0
2017565,62,9,1,2,0,49,14,6,11,1,0
713017,40,17,1,2,1,44,25,5,10,1,0
1736074,64,3,1,2,0,1,28,3,11,0,0
6296816,37,0,1,2,0,36,12,0,11,0,0
8603352,43,12,1,2,0,19,0,4,10,1,0
5618559,59,9,0,2,0,38,14,9,10,0,0
4804453,41,0,1,2,0,16,28,0,14,0,0
3215432,37,6,1,2,1,15,27,6,12,0,0
5979967,54,4,1,2,0,45,2,4,10,0,0
7814930,77,4,1,2,1,46,27,4,14,0,0
6003650,53,12,1,2,0,17,0,10,10,1,0
9888590,59,8,1,2,0,3,6,3,12,1,0
8381904,47,16,1,2,0,1,25,14,12,1,0
2737514,58,14,1,2,0,48,0,13,10,1,0
9385960,75,10,1,2,0,21,22,3,12,1,0
9194866,41,11,1,0,0,6,20,5,11,1,0
6365998,45,8,1,2,0,6,11,4,10,1,0
5175843,67,15,1,2,0,30,11,3,14,1,0
2777062,23,18,1,2,0,4,17,6,12,1,0
6164439,65,4,0,2,0,8,6,4,11,0,0
8888670,23,5,1,2,0,37,6,5,12,0,0
3468402,50,10,1,2,0,42,23,7,14,1,0
3411984,31,12,1,1,0,3,20,4,12,1,0
1857913,64,16,1,1,1,13,5,6,11,1,0
6463842,56,2,1,2,0,18,14,2,12,0,0
8562608,58,9,1,2,0,19,13,9,14,0,0
2307642,72,12,1,2,0,7,25,12,13,0,0
8497305,70,11,1,2,0,30,13,8,10,1,0
3391581,49,8,1,2,0,2,17,8,13,0,0
6735953,36,19,1,2,0,40,2,12,10,1,0
1975538,40,9,1,2,1,38,18,9,12,0,0
7731935,25,3,1,0,1,4,14,3,13,0,0
8515666,62,13,0,2,0,37,0,7,11,1,0
2130620,31,8,1,2,0,12,23,4,10,1,0
570560,60,9,1,2,0,14,7,4,13,1,0
7906022,75,2,1,2,0,35,13,2,14,0,0
5218820,76,14,1,1,0,11,23,12,14,1,0
3842749,49,4,1,2,1,28,21,4,12,0,0
1737580,39,0,0,2,0,25,10,0,13,0,0
2484411,61,10,1,2,1,11,14,3,13,1,0
8681228,48,14,0,2,0,47,20,9,14,1,0
667366,26,8,1,2,1,2,0,8,13,0,0
4937591,60,2,1,2,0,6,2,2,13,0,0
412310,54,3,0,2,0,32,13,3,12,0,0
9820355,62,8,1,2,0,41,23,8,10,0,0
4465809,25,6,1,2,0,2,0,4,12,1,0
9130139,40,11,0,2,0,8,11,5,12,1,0
1456675,66,13,1,2,1,15,14,5,14,1,0
8800776,60,15,1,2,1,13,27,6,12,1,0
31297,71,9,1,2,1,4,6,7,10,1,0
2889065,66,14,1,2,0,25,2,7,14,1,0
6620363,45,10,1,2,0,41,22,10,12,0,0
7303669,53,17,0,2,1,2,28,9,12,1,0
3022992,68,5,1,2,0,13,25,5,14,0,0
155712,46,9,1,2,0,20,22,6,11,1,0
9886335,57,15,1,2,0,18,17,12,11,1,0
5495848,74,19,1,2,0,28,11,13,13,1,0
785016,36,16,1,2,0,20,11,7,12,1,0
3959820,78,9,0,2,0,10,2,9,10,0,0
1535929,56,9,1,2,0,25,22,7,11,1,0
4400405,73,17,1,2,1,6,0,8,12,1,0
3538290,60,5,1,2,0,39,13,5,14,0,0
358137,21,14,1,2,0,28,23,3,12,1,0
5842579,63,15,1,2,0,0,1,14,13,1,0
9999180,22,0,1,2,0,19,6,0,11,0,0
5122648,62,14,1,2,1,13,28,4,10,1,0
5725424,73,17,1,2,0,41,25,5,12,1,0
3734522,47,1,1,2,0,46,2,1,10,0,0
6466004,66,16,1,2,1,36,19,11,13,1,0
1246172,63,9,1,2,1,18,22,5,13,1,0
2034389,56,2,1,2,0,42,25,2,11,0,0
8273187,69,0,1,2,0,4,4,0,14,0,0
5867006,21,3,1,2,0,49,23,3,11,0,0
8169397,52,9,1,2,0,19,7,9,10,0,0
2028733,38,4,1,2,1,2,14,4,11,0,0
7320325,42,3,1,1,0,12,4,3,13,0,0
8703835,21,11,1,2,1,1,5,11,12,0,0
1743615,21,1,1,2,1,16,22,1,13,0,0
1614323,28,18,1,2,0,42,2,6,14,1,0
9521443,58,2,1,2,0,16,17,2,10,0,0
7145203,44,6,1,1,1,29,28,3,14,1,0
2859242,33,12,1,2,1,46,22,9,11,1,0
296613,23,3,1,2,1,18,23,3,13,0,0
3842749,49,4,1,2,1,28,21,4,12,0,0
2361934,78,0,0,2,1,0,18,0,12,0,0
2145278,47,9,1,2,1,24,0,8,10,1,0
5148343,23,9,1,2,0,2,14,8,12,1,0
4273331,67,17,1,2,1,45,19,6,10,1,0
1896591,25,19,1,2,0,24,22,5,13,1,0
903092,21,1,1,2,0,1,10,1,11,0,0
840157,59,2,1,2,0,23,14,2,11,0,0
4436534,52,1,1,2,0,47,2,1,14,0,0
2582515,27,14,1,2,1,17,0,14,13,0,0
6239581,38,8,1,2,1,0,14,8,13,0,0
3048347,36,17,1,2,0,0,28,14,13,1,0
5910135,71,2,0,2,1,39,2,2,11,0,0
4850136,35,17,1,2,1,3,28,7,14,1,0
3450686,25,10,1,2,0,35,14,5,12,1,0
9266153,67,14,1,2,0,13,14,9,11,1,0
1851974,67,8,1,2,0,28,28,4,12,1,0
7433875,32,12,1,2,1,22,22,11,10,1,0
1280695,43,19,1,2,0,32,0,14,12,1,0
504009,64,16,1,2,0,19,13,6,11,1,0
1198023,44,7,1,2,0,31,22,3,12,1,0
3506622,30,12,1,2,0,47,12,4,14,1,0
4420138,62,4,1,2,1,17,13,4,10,0,0
3217169,73,20,1,2,0,23,22,5,10,1,0
3568477,68,15,1,2,0,3,13,5,13,1,0
5732142,25,2,1,2,0,0,11,2,11,0,0
2304127,29,5,0,2,0,20,1,5,13,0,0
8416838,61,16,1,2,1,13,14,9,11,1,0
655173,29,6,1,2,0,28,11,6,14,0,0
7505547,48,5,1,2,0,23,5,5,10,0,0
1742888,69,5,1,2,0,24,25,3,14,1,0
6554261,44,12,1,2,0,15,7,12,10,0,0
8867649,78,1,1,2,0,29,22,1,12,0,0
2603179,39,20,1,2,1,39,2,13,11,1,0
4828285,60,12,1,2,1,40,25,10,11,1,0
630763,36,17,0,2,0,28,25,13,13,1,0
7341279,50,0,1,2,0,29,28,0,11,0,0
2827715,23,1,1,2,0,7,13,1,14,0,0
6354276,69,11,1,2,1,21,14,5,12,1,0
4849926,57,2,1,1,1,29,28,2,11,0,0
2487718,24,12,1,1,0,38,19,10,11,1,0
2649521,69,14,1,2,0,1,0,7,12,1,0
9390257,55,4,1,2,1,27,5,4,10,0,0
1210918,64,8,1,2,1,36,4,5,12,1,0
1086347,26,10,1,2,1,10,0,10,10,0,0
518532,61,1,0,2,1,28,2,1,13,0,0
2774442,24,11,0,0,0,33,5,11,14,0,0
9775375,62,9,1,2,0,15,17,3,12,1,0
7429005,69,2,0,2,0,13,6,2,13,0,0
9190771,76,11,1,2,1,2,28,3,11,1,0
5722719,71,1,1,2,0,49,22,1,14,0,0
3595993,49,6,1,2,0,10,13,6,14,0,0
3317904,50,11,1,2,0,42,20,9,12,1,0
4995211,68,9,1,2,0,24,14,9,11,0,0
5469957,21,8,1,2,1,40,11,8,12,0,0
5808564,65,16,0,0,0,22,20,14,10,1,0
1423305,70,5,1,2,0,16,0,5,11,0,0
4525338,23,1,1,2,0,27,0,1,12,0,0
333219,63,1,0,2,0,50,28,1,12,0,0
5964534,21,2,0,2,0,22,19,2,11,0,0
5022817,58,6,1,2,1,49,25,6,13,0,0
7457920,40,2,1,1,0,47,22,2,13,0,0
7505547,48,5,1,2,0,23,5,5,10,0,0
9351009,22,12,1,2,0,30,0,3,11,1,0
2428348,34,8,1,2,0,4,11,6,13,1,0
8702383,76,20,1,2,0,46,23,3,12,1,0
2876720,65,15,1,2,0,22,4,4,14,1,0
2478951,41,3,1,2,0,50,16,3,13,0,0
6604073,36,18,1,2,1,19,14,4,12,1,0
4110754,36,4,1,2,0,36,22,4,13,0,0
1662067,31,14,1,2,1,47,7,7,10,1,0
90950,69,8,0,2,1,34,28,8,10,0,0
2353606,44,19,1,2,0,40,28,4,11,1,0
8273187,69,0,1,2,0,4,4,0,14,0,0
